poblacion,tasa_mutacion,elitismo,max_generaciones,semilla,mejor_individuo,penalizacion,generacion_mejor,generaciones_ejecutadas,tiempo_segundos,detalles_penalizacion,exito,valida_restricciones_duras
100,0.1,0,500,2026,"[[2, 3], [0, 0], [1, 1], [1, 4], [0, 3], [2, 1], [3, 0], [3, 2]]",0,13,13,1.5900262000068324,"{""sobrecupo"": 0, ""computadores"": 0, ""software"": 0, ""recursos"": 0, ""choques"": 0, ""bloqueo_curso"": 0, ""bloqueo_sala"": 0, ""equilibrio"": 0}",True,True
