generacion,distancia_generacion,mejor_distancia
467,329.31823027761055,329.31823027761055
468,329.31823027761055,329.31823027761055
469,329.31823027761055,329.31823027761055
470,329.31823027761055,329.31823027761055
471,329.31823027761055,329.31823027761055
472,329.31823027761055,329.31823027761055
473,329.31823027761055,329.31823027761055
474,329.31823027761055,329.31823027761055
475,329.31823027761055,329.31823027761055
476,329.31823027761055,329.31823027761055
477,329.31823027761055,329.31823027761055
478,329.31823027761055,329.31823027761055
479,329.31823027761055,329.31823027761055
480,329.31823027761055,329.31823027761055
481,329.31823027761055,329.31823027761055
482,329.31823027761055,329.31823027761055
483,329.31823027761055,329.31823027761055
484,329.31823027761055,329.31823027761055
485,329.31823027761055,329.31823027761055
486,329.31823027761055,329.31823027761055
487,329.31823027761055,329.31823027761055
488,329.31823027761055,329.31823027761055
489,329.31823027761055,329.31823027761055
490,329.31823027761055,329.31823027761055
491,329.31823027761055,329.31823027761055
492,329.31823027761055,329.31823027761055
493,329.31823027761055,329.31823027761055
494,329.31823027761055,329.31823027761055
495,329.31823027761055,329.31823027761055
496,329.31823027761055,329.31823027761055
497,329.31823027761055,329.31823027761055
498,329.31823027761055,329.31823027761055
499,329.31823027761055,329.31823027761055
500,329.31823027761055,329.31823027761055
